Дата,Пользователь,Страниц,Копий,Принтер,Документ,Компьютер,Формат листа,Драйвер,Высота,Ширина,Двусторонняя печать,Черно-белый,Размер файла
2026-04-22 13:24:13,marina.gladysheva,216,1,Kyocera TASKalfa 2553ci KX,"UHM-VD-(L03-95D05-000)-T-MM 7900.001 (RU)_03.pdf",EKA-WS-UXM00642,A4,EMF,,,NOT DUPLEX,GRAYSCALE,225785kb,
2026-04-22 13:24:18,kseniya.uba,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Приказ о направлении в командировку (Т-9)_Печатная Форма (4).pdf",EKA-WS-UXM00697,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,347kb,
2026-04-22 13:24:27,oleg.myachkov,3,1,HP LaserJet M1530 MFP Series PCL 6,"АО Уралхиммаш.pdf",EKA-WS-UXM00789,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,10783kb,
2026-04-22 13:24:31,yu.ershova,4,1,Kyocera ECOSYS M2040dn KX,"ООО РИК ПО№51.pdf",EKA-WS-UXM00392,A4,PCL6,,,DUPLEX,GRAYSCALE,2882kb,
2026-04-22 13:24:34,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.04 ВО_Пл.обсл_(Rev.5_13.03.2026).pdf",EKA-WS-UXM00456,,EMF,1260mm,594mm,NOT DUPLEX,GRAYSCALE,4549kb,
2026-04-22 13:24:38,olga.brusnitsina,2,1,HP LaserJet Professional P1102,"Лист Microsoft Excel.xlsx",EKA-WS-UXM00136,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,113kb,
2026-04-22 13:24:39,albina.zhukova,1,1,Kyocera ECOSYS M4125idn KX,"2026.04.22_ Швы кожуха К0759.01.09.000.pdf",EKA-WS-UXM00783,A4,EMF,,,NOT DUPLEX,GRAYSCALE,17304kb,
2026-04-22 13:24:57,galina.efimova,1,1,Kyocera ECOSYS M4125idn KX,"KOMPAS - 176-02807-2.cdw",EKA-WS-UXM00274,A3,PCL6,,,NOT DUPLEX,GRAYSCALE,83kb,
2026-04-22 13:24:59,e.novokreshchenova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - Оплата проекты ХБ, ЧОНА ГАЗ",EKA-WS-UXM00696,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,177kb,
2026-04-22 13:24:59,irina.shersten,2,1,Kyocera M2040,"Табличный документ",EKA-WS-HE00012,A4,EMF,,,DUPLEX,NOT GRAYSCALE,181kb,
2026-04-22 13:25:00,irina.shersten,1,1,Kyocera M2040,"Табличный документ",EKA-WS-HE00012,A4,EMF,,,DUPLEX,NOT GRAYSCALE,128kb,
2026-04-22 13:25:00,irina.shersten,1,1,Kyocera M2040,"Табличный документ",EKA-WS-HE00012,A4,EMF,,,DUPLEX,NOT GRAYSCALE,143kb,
2026-04-22 13:25:00,irina.shersten,1,1,Kyocera M2040,"Табличный документ",EKA-WS-HE00012,A4,EMF,,,DUPLEX,NOT GRAYSCALE,59kb,
2026-04-22 13:25:06,andrey.rikunov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 100...500.pdf",EKA-WS-UXM00382,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1044kb,
2026-04-22 13:25:06,i.vorontsova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,NOT GRAYSCALE,439kb,
2026-04-22 13:25:07,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.05 ВО_Пл.обсл_(Rev.4_13.03.2026).pdf",EKA-WS-UXM00456,A2,EMF,,,NOT DUPLEX,GRAYSCALE,1347kb,
2026-04-22 13:25:07,glz-ghm-secretar,1,2,Kyocera ECOSYS M2040dn KX,"Перенаправленный документ принтера удаленного рабочего стола",EKA-WS-GHM00020,A4,PCL6,,,DUPLEX,GRAYSCALE,98kb,
2026-04-22 13:25:14,yu.ershova,2,1,Kyocera ECOSYS M2040dn KX,"ООО РИК ПО№117.pdf",EKA-WS-UXM00392,A4,PCL6,,,DUPLEX,GRAYSCALE,2372kb,
2026-04-22 13:25:28,konstantin.samylov,1,1,Kyocera ECOSYS M8130cidn KX,"2028181 2028185 ЗИП.pdf",EKA-WS-UXM00127,A3,PCL6,,,DUPLEX,NOT GRAYSCALE,1782kb,
2026-04-22 13:25:33,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.06 ВО_Пл.обсл_(Rev.4_13.03.2026).pdf",EKA-WS-UXM00456,A2,EMF,,,NOT DUPLEX,GRAYSCALE,906kb,
2026-04-22 13:25:50,konstantin.samylov,1,1,Kyocera ECOSYS M8130cidn KX,"Тамбей ЗИП 2027180.xlsx",EKA-WS-UXM00127,A3,PCL6,,,DUPLEX,NOT GRAYSCALE,73kb,
2026-04-22 13:25:55,v.musikhina,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - Документ4",EKA-WS-UXM00938,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,17kb,
2026-04-22 13:26:02,ivan.trifonov,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Outlook - Заметка",EKA-WS-UXM00254,A4,EMF,,,DUPLEX,GRAYSCALE,44kb,
2026-04-22 13:26:03,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.07 ВО_Пл.обсл_(Rev.3_13.03.2026).pdf",EKA-WS-UXM00456,A2,EMF,,,NOT DUPLEX,GRAYSCALE,1223kb,
2026-04-22 13:26:04,yuliya.karpova,1,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00480,A4,EMF,,,DUPLEX,GRAYSCALE,305kb,
2026-04-22 13:26:12,yuliya.karpova,2,1,Kyocera ECOSYS M2040dn KX,"doc04369720260422085354 (002).pdf",EKA-WS-UXM00480,A4,PCL6,,,DUPLEX,GRAYSCALE,1020kb,
2026-04-22 13:26:18,galina.efimova,1,1,Kyocera ECOSYS M4125idn KX,"KOMPAS - 176-02807-1.cdw",EKA-WS-UXM00274,A3,PCL6,,,NOT DUPLEX,GRAYSCALE,137kb,
2026-04-22 13:26:19,galina.dostovalova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"ГОСТ ISO 3506-3-2014 Механические свойства крепежных изделий из коррозионно-стойкой нержавеющей стали. Часть 3. Установочные винты и аналогичные крепежные изделия, не подвергаемые растягивающему напряжению",EKA-WS-UXM00606,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,282kb,
2026-04-22 13:26:20,konstantin.samylov,5,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - Протокол совещания Тамбей № 14 от 01.04.26 (005)",EKA-WS-UXM00127,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,158kb,
2026-04-22 13:26:20,yu.ershova,1,1,Kyocera ECOSYS M2040dn KX,"ООО РИК ПО№117.pdf",EKA-WS-UXM00392,A4,PCL6,,,DUPLEX,GRAYSCALE,838kb,
2026-04-22 13:26:22,andrey.rikunov,15,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 100...500.pdf",EKA-WS-UXM00382,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,16601kb,
2026-04-22 13:26:26,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.08 ВО_Пл.обсл_(Rev.3_13.03.2026).pdf",EKA-WS-UXM00456,A2,EMF,,,NOT DUPLEX,GRAYSCALE,1198kb,
2026-04-22 13:26:29,v.musikhina,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - Документ3",EKA-WS-UXM00938,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,43kb,
2026-04-22 13:26:40,a.denisova,1,1,Kyocera ECOSYS M4125idn KX,"KOMPAS - К0764.00.00.008.cdw",EKA-WS-UXM00435,A3,PCL6,,,NOT DUPLEX,GRAYSCALE,99kb,
2026-04-22 13:26:44,ivan.trifonov,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Outlook - Заметка",EKA-WS-UXM00254,A4,EMF,,,DUPLEX,GRAYSCALE,44kb,
2026-04-22 13:26:45,yu.ershova,4,1,Kyocera ECOSYS M2040dn KX,"ООО РИК ПО№51.pdf",EKA-WS-UXM00392,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,2882kb,
2026-04-22 13:26:46,nailya.nurutdinova,4,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,650kb,
2026-04-22 13:26:55,andrey.korotaev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Предьявка.pdf",EKA-WS-UXM00154,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1322kb,
2026-04-22 13:27:07,natalya.lykova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявка №777 двигатель на маслостанцию кольба ц40",EKA-WS-UXM01014,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,83kb,
2026-04-22 13:27:11,ivan.trifonov,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Outlook - Заметка",EKA-WS-UXM00254,A4,EMF,,,DUPLEX,GRAYSCALE,44kb,
2026-04-22 13:27:11,osokina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Письмо ГД по лплате счета на 2025г",EKA-WS-UXM00199,A4,EMF,,,NOT DUPLEX,GRAYSCALE,388kb,
2026-04-22 13:27:25,i.vorontsova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,GRAYSCALE,347kb,
2026-04-22 13:27:26,iskandar.davlatov,4,1,HP LaserJet M1530 MFP Series PCL 6,"document",EKA-WS-UXM00483,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,672kb,
2026-04-22 13:27:28,iskandar.davlatov,1,1,HP LaserJet M1530 MFP Series PCL 6,"БВАИ.723131.115 Патрубок(Изм.3).pdf",EKA-WS-UXM00483,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1271kb,
2026-04-22 13:27:32,andrey.korotaev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (Новый),"Предьявка.pdf",EKA-WS-UXM00154,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1322kb,
2026-04-22 13:28:03,marina.nazarchuk,1,1,Kyocera TASKalfa 2553ci KX,"Microsoft Word - письмо Северсталь по отгрузке 8.10 за подписью ГД",EKA-WS-UXM00994,A4,PCL6,,,DUPLEX,GRAYSCALE,134kb,
2026-04-22 13:28:11,iskandar.davlatov,1,1,HP LaserJet M1530 MFP Series PCL 6,"document",EKA-WS-UXM00483,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,187kb,
2026-04-22 13:28:28,alena.chechulina,2,2,Kyocera ECOSYS M2040dn KX,"Спецификация №1 от 08.04.2026 ФГУП РФЯЦ ВНИИТФ-УХМ от 08.04.2026.pdf",EKA-WS-UXM00283,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1648kb,
2026-04-22 13:28:44,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,351kb,
2026-04-22 13:28:48,sergey.gavrikov,1,1,Kyocera TASKalfa 2552ci KX,"Microsoft Word - Повестка совещания УК 23.04.2026",EKA-WS-UXM00664,A4,EMF,,,DUPLEX,NOT GRAYSCALE,42kb,
2026-04-22 13:28:51,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,351kb,
2026-04-22 13:28:54,alena.chechulina,2,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - ЛИСТ СОГЛАСОВАНИЯ к Спецификация №1 Доходный - Реализация оборудования без ШМРПНР (Д)",EKA-WS-UXM00283,A4,EMF,,,DUPLEX,GRAYSCALE,107kb,
2026-04-22 13:29:07,natalya.lykova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заявка №777 двигатель на маслостанцию кольба ц40",EKA-WS-UXM01014,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,83kb,
2026-04-22 13:29:11,glz-ghm-secretar,1,2,Kyocera ECOSYS M2040dn KX,"Перенаправленный документ принтера удаленного рабочего стола",EKA-WS-GHM00020,A4,PCL6,,,DUPLEX,GRAYSCALE,97kb,
2026-04-22 13:29:37,ivan.skryabin,1,1,HP LaserJet Professional P1102,"Microsoft Word - Работа",EKA-WS-GHM00200,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,54kb,
2026-04-22 13:30:06,nailya.nurutdinova,4,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,654kb,
2026-04-22 13:30:32,osokina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Письмо ДЭФ подотчет",EKA-WS-UXM00199,A4,EMF,,,NOT DUPLEX,GRAYSCALE,388kb,
2026-04-22 13:30:40,mikhail.aleksyutin,1,1,Kyocera TASKalfa 2553ci KX,"Microsoft Word - Заявка на ВК 52 от 22.04.26",EKA-WS-UXM00490,A4,EMF,,,NOT DUPLEX,GRAYSCALE,67kb,
2026-04-22 13:30:46,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,351kb,
2026-04-22 13:30:50,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,351kb,
2026-04-22 13:30:54,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,351kb,
2026-04-22 13:30:58,kseniya.uba,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Командировка Гвоздев А.Н. С 22 ПО 24.04.2026 екб.pdf",EKA-WS-UXM00697,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,10625kb,
2026-04-22 13:31:05,kseniya.uba,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"СЗ 421001_045.pdf",EKA-WS-UXM00697,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,952kb,
2026-04-22 13:31:39,nailya.nurutdinova,4,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,659kb,
2026-04-22 13:31:43,alena.tsitsilina,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - 9",EKA-WS-UXM00458,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,19kb,
2026-04-22 13:31:47,nsaveleva,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - БЛАНКИ заявления для заказа справок в бухгалтерии",EKA-WS-UXM00722,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,305kb,
2026-04-22 13:31:51,v.musikhina,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - Документ4",EKA-WS-UXM00938,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,22kb,
2026-04-22 13:32:06,ivan.skryabin,1,1,HP LaserJet Professional P1102,"Microsoft Word - Работа",EKA-WS-GHM00200,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,63kb,
2026-04-22 13:32:13,alena.tsitsilina,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - 9",EKA-WS-UXM00458,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,19kb,
2026-04-22 13:32:18,irina.demeneva,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Заявление_на_отпуск_без_содержания__полный_рабочий_день__Печатная Форма.pdf",EKA-WS-UXM00762,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,92kb,
2026-04-22 13:32:22,yuliya.shcherbinina,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00813,A4,EMF,,,NOT DUPLEX,GRAYSCALE,129kb,
2026-04-22 13:32:54,ev.meshcheryakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Outlook - Заметка",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1658kb,
2026-04-22 13:33:01,ev.meshcheryakova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Outlook - Заметка",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,679kb,
2026-04-22 13:33:08,olga.vikhareva,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - К0704.01.00.015-болт к.т3.4 к-т1",EKA-WS-UXM00798,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,578kb,
2026-04-22 13:33:12,irina.demeneva,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Заявление_об_отсутствии_Печатная Форма.pdf",EKA-WS-UXM00762,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,89kb,
2026-04-22 13:33:24,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.03 ВО_Рама_(Rev.4_13.03.2026).pdf",EKA-WS-UXM00456,A2,EMF,,,NOT DUPLEX,GRAYSCALE,1229kb,
2026-04-22 13:33:25,angelina.gafurova,2,1,Kyocera ECOSYS M2040dn KX,"ANGELINA_VLADIMIROVNA_GAFUROVA.pdf",EKA-WS-UXM00138,A4,PCL6,,,DUPLEX,GRAYSCALE,145kb,
2026-04-22 13:33:32,nailya.nurutdinova,9,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,945kb,
2026-04-22 13:33:37,irina.demeneva,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Заявление_об_отсутствии_Печатная Форма.pdf",EKA-WS-UXM00762,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,89kb,
2026-04-22 13:33:47,eka-uzhm-secretar,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Приказ Об обучении главных диспетчеров ПДУ в ПО IPS",EKA-WS-UXM00677,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,90kb,
2026-04-22 13:33:57,eka-uzhm-secretar,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - ЛИСТ СОГЛАСОВАНИЯ к Приказ № ",EKA-WS-UXM00677,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,79kb,
2026-04-22 13:34:08,nailya.nurutdinova,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"выработка по ц.40 за апрель 2026г.xls",EKA-WS-UXM00608,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,472kb,
2026-04-22 13:34:11,irina.demeneva,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Заявление_об_отсутствии_Печатная Форма.pdf",EKA-WS-UXM00762,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,88kb,
2026-04-22 13:34:33,irina.demeneva,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Заявление_об_отсутствии_за_свой_счет_Печатная Форма.pdf",EKA-WS-UXM00762,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,87kb,
2026-04-22 13:34:46,e.novokreshchenova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - Оплата проекты ХБ, ЧОНА ГАЗ",EKA-WS-UXM00696,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,178kb,
2026-04-22 13:34:50,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.80 ВО_rev2.pdf",EKA-WS-UXM00456,,EMF,1260mm,594mm,NOT DUPLEX,GRAYSCALE,4130kb,
2026-04-22 13:34:54,nailya.nurutdinova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"выработка по ц.40 за апрель 2026г.xls",EKA-WS-UXM00608,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,321kb,
2026-04-22 13:35:00,nadezhda.bogdanova,1,1,HP LaserJet Professional M1214nfh MFP,"Microsoft Word - Приложение  № 2 Лист ознакомления",EKA-WS-GHM00234,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,112kb,
2026-04-22 13:35:27,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.80 ВО_rev2.pdf",EKA-WS-UXM00456,,EMF,1260mm,594mm,NOT DUPLEX,GRAYSCALE,5797kb,
2026-04-22 13:35:32,nadezhda.grebeneva,2,1,Kyocera ECOSYS M2040dn KX,"document",EKA-WS-UXM00913,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,64kb,
2026-04-22 13:35:41,v.patrushev,8,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"document",EKA-WS-UXM00222,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,992kb,
2026-04-22 13:35:50,danil.ananev,15,1,Kyocera ECOSYS M4125idn KX,"УХМ 1103.11.80 ВО_rev2.pdf",EKA-WS-UXM00456,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,7629kb,
2026-04-22 13:36:01,tatyana.bebenina,1,1,Kyocera ECOSYS M2040dn KX,"ГСО ИСО ЛГ71 22.04.2026 LAB.xlsx",EKA-WS-UXM00048,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,38kb,
2026-04-22 13:36:03,irina.demeneva,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Заявление_об_отсутствии_за_свой_счет_Печатная Форма.pdf",EKA-WS-UXM00762,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,87kb,
2026-04-22 13:36:18,lyudmila.zhiratkova,1,1,Kyocera ECOSYS M2040dn (Белка),"Microsoft Word - АКТ ВИК -1484-Изв ОП451",EKA-WS-UXM00950,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,152kb,
2026-04-22 13:36:20,danil.ananev,9,1,Kyocera ECOSYS M4125idn KX,"УХМ 1103.11.80 ИМ_rev2.pdf",EKA-WS-UXM00456,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,2757kb,
2026-04-22 13:36:25,marina.gladysheva,2,1,Kyocera TASKalfa 2553ci KX,"UHM-VD-(L03-95D05-000)-T-MM 7900.001 (RU)_03.pdf",EKA-WS-UXM00642,A4,EMF,,,NOT DUPLEX,GRAYSCALE,785kb,
2026-04-22 13:36:43,v.patrushev,8,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"document",EKA-WS-UXM00222,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,995kb,
2026-04-22 13:36:58,aliya.kolmakova,5,1,HP LaserJet MFP M430,"Табличный документ",EKA-WS-UXM00385,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,684kb,
2026-04-22 13:37:14,v.gayniyakhmetov,3,1,Kyocera ECOSYS M2040dn KX,"вх. 578.pdf",EKA-WS-HE00007,A4,PCL6,,,DUPLEX,GRAYSCALE,5985kb,
2026-04-22 13:37:20,fayruza.kiyatkina,1,1,HP LaserJet M1530 MFP Series PCL 6,"62 2025.xlsx",EKA-WS-HE00010,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,62kb,
2026-04-22 13:37:37,galina.efimova,1,1,RICOH MP W6700 PS,"176-02808-1.pdf",EKA-WS-UXM00274,,EMF,630mm,297mm,NOT DUPLEX,GRAYSCALE,611kb,
2026-04-22 13:37:40,v.gayniyakhmetov,3,1,Kyocera ECOSYS M2040dn KX,"вх. 577.pdf",EKA-WS-HE00007,A4,PCL6,,,DUPLEX,GRAYSCALE,4582kb,
2026-04-22 13:37:43,nailya.nurutdinova,7,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,608kb,
2026-04-22 13:37:44,lyubov.chernysheva,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Сл.з.Ронжиной ГВ   № от 22.04.26-2052002-РКД",EKA-WS-UXM00180,A4,EMF,,,NOT DUPLEX,GRAYSCALE,24kb,
2026-04-22 13:37:57,lyubov.krylosova,1,1,Kyocera ECOSYS M4125idn KX,"Лист Microsoft Excel.xlsx",EKA-WS-UXM00998,A4,EMF,,,NOT DUPLEX,GRAYSCALE,32kb,
2026-04-22 13:37:58,danil.ananev,2,1,Kyocera ECOSYS M4125idn KX,"УХМ 1103.11.80 ПС_rev1.pdf",EKA-WS-UXM00456,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,179kb,
2026-04-22 13:38:21,anna.demyanova,1,1,Kyocera ECOSYS M4125idn KX,"Microsoft Word - Cлужебная записка (37)",EKA-WS-UXM00910,,PCL6,297mm,210mm,NOT DUPLEX,GRAYSCALE,84kb,
2026-04-22 13:38:26,marina.gladysheva,6,1,Kyocera TASKalfa 2553ci KX,"UHM-VD-(L03-95D05-000)-T-MM 7900.001 (RU)_03.pdf",EKA-WS-UXM00642,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,12687kb,
2026-04-22 13:38:32,danil.ananev,9,1,Kyocera ECOSYS M4125idn KX,"УХМ 1103.11.80 ПС_rev1.pdf",EKA-WS-UXM00456,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,2418kb,
2026-04-22 13:38:51,danil.ananev,1,1,Kyocera ECOSYS M4125idn KX,"УХМ 1103.11.80 ПС_rev1.pdf",EKA-WS-UXM00456,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,78kb,
2026-04-22 13:38:58,kristina.loginova,1,1,Kyocera ECOSYS M2040dn KX,"Распоряжение 681-012Р.pdf",EKA-WS-UXM00089,A4,PCL6,,,DUPLEX,GRAYSCALE,478kb,
2026-04-22 13:39:02,mariya.sergach,1,1,HP LaserJet MFP M430-431 PCL-6 (Временный),"Книга1",EKA-WS-UXM00200,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,393kb,
2026-04-22 13:39:16,kristina.loginova,1,1,Kyocera ECOSYS M2040dn KX,"Распоряжение 681-013Р.pdf",EKA-WS-UXM00089,A4,PCL6,,,DUPLEX,GRAYSCALE,410kb,
2026-04-22 13:39:25,a.zhangozina,2,1,Kyocera ECOSYS M2040dn KX Основной,"Табличный документ",EKA-WS-UXM00643,A4,EMF,,,DUPLEX,GRAYSCALE,475kb,
2026-04-22 13:39:26,galina.dostovalova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2065 747  з 3474 А2 шайба",EKA-WS-UXM00606,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,480kb,
2026-04-22 13:39:27,k.kosheleva,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Бирки3 (002).pdf",EKA-WS-UXM00487,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,750kb,
2026-04-22 13:39:35,kristina.loginova,2,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заключение по результатам служебной проверки v1",EKA-WS-UXM00089,A4,PCL6,,,DUPLEX,GRAYSCALE,99kb,
2026-04-22 13:39:43,kristina.loginova,2,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Заключение по результатам служебной проверки",EKA-WS-UXM00089,A4,PCL6,,,DUPLEX,GRAYSCALE,104kb,
2026-04-22 13:39:53,mikhail.aleksyutin,1,1,Kyocera TASKalfa 2553ci KX,"приложение_ 1.xlsx",EKA-WS-UXM00490,A4,EMF,,,NOT DUPLEX,GRAYSCALE,55kb,
2026-04-22 13:39:56,a.zhangozina,2,1,Kyocera ECOSYS M2040dn KX Основной,"Табличный документ",EKA-WS-UXM00643,A4,EMF,,,DUPLEX,GRAYSCALE,475kb,
